  0.349351   0.027439   0.623210
  0.467525   0.031287   0.501188
  0.477132   0.034096   0.488772
  0.456328   0.012589   0.531083
  0.497052   0.011253   0.491695
  0.531753   0.026619   0.441629
  0.503131   0.033978   0.462890
  0.487446   0.023221   0.489334
  0.518931   0.034278   0.446792
  0.544401   0.036825   0.418774
  0.520333   0.021414   0.458252
  0.472848   0.029886   0.497266
  0.443162   0.029248   0.527590
  0.428310   0.024181   0.547509
  0.454380   0.031089   0.514530
  0.478030   0.035948   0.486022
  0.505523   0.033132   0.461345
  0.508857   0.033474   0.457669
  0.454678   0.040116   0.505206
  0.360548   0.037198   0.602254
  0.469088   0.032675   0.498237
  0.455096   0.046704   0.498201
  0.467290   0.031429   0.501282
  0.586383   0.037400   0.376217
  0.378473   0.040768   0.580759
  0.563300   0.031390   0.405309
  0.487236   0.045559   0.467206
  0.443945   0.057619   0.498436
  0.470159   0.058472   0.471370
  0.494975   0.043315   0.461710
  0.478072   0.066140   0.455788
  0.460670   0.093076   0.446254
  0.454866   0.038618   0.506516
  0.618852   0.032397   0.348751
  0.451094   0.070263   0.478643
  0.540886   0.037916   0.421198
  0.461266   0.023308   0.515427
  0.547010   0.069384   0.383607
  0.526372   0.014556   0.459073
  0.470756   0.016691   0.512553
  0.391320   0.077281   0.531398
  0.466389   0.017558   0.516052
  0.443376   0.072171   0.484454
  0.386970   0.023354   0.589677
  0.502206   0.034614   0.463180
  0.320177   0.051523   0.628300
  0.374459   0.025591   0.599950
  0.537661   0.082484   0.379855
  0.557382   0.031573   0.411045
  0.401687   0.055412   0.542901
  0.414866   0.041679   0.543455
  0.474790   0.038101   0.487109
  0.475047   0.047411   0.477542
  0.402798   0.040935   0.556267
  0.539164   0.044657   0.416179
  0.460745   0.039970   0.499286
  0.554263   0.026931   0.418806
  0.623825   0.021446   0.354728
  0.434073   0.038738   0.527190
  0.534762   0.045929   0.419309
  0.566480   0.026955   0.406564
  0.425137   0.029736   0.545127
  0.612722   0.042347   0.344931
  0.558953   0.053457   0.387590
  0.693814   0.026476   0.279710
  0.546802   0.035353   0.417845
  0.620233   0.041241   0.338526
  0.532336   0.030266   0.437398
  0.733546   0.047091   0.219363
  0.355313   0.036942   0.607745
  0.457417   0.041099   0.501484
  0.536321   0.075295   0.388383
  0.488510   0.039918   0.471572
  0.552390   0.061798   0.385812
  0.562263   0.044876   0.392861
  0.613590   0.039670   0.346740
  0.585061   0.047944   0.366995
  0.501144   0.029800   0.469056
  0.576498   0.020965   0.402537
  0.383641   0.032983   0.583376
  0.584968   0.033810   0.381222
  0.435405   0.015779   0.548816
  0.497324   0.024198   0.478478
  0.450460   0.054095   0.495445
  0.623016   0.022476   0.354508
  0.401877   0.049878   0.548245
  0.524768   0.043677   0.431555
